gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ATP1B3,1493.020572986883,-0.05919453683017493,0.19730097839570265,-0.30002150679382655,0.7641607508167881,0.9999363885525464,ATP1B3
ATP1B2,11.204280947900228,0.5901046353815307,1.0453799950041835,0.5644881652620195,0.5724219521563689,0.9999363885525464,ATP1B2
ATP5PF,1176.23757872763,-0.00040015352395919915,0.21150028664557,-0.0018919762724944782,0.9984904222433789,0.9999363885525464,ATP5PF
ATP5PD,911.9206371076157,0.0359489855641813,0.2222765149775376,0.1617309213607842,0.871517753370009,0.9999363885525464,ATP5PD
ATP5PB,2349.164276209977,-0.14402458819876288,0.1919470157746815,-0.7503351256464817,0.453052892367505,0.9999363885525464,ATP5PB
ATP5MK,940.9844126811788,0.05019976168905854,0.22056028084777854,0.22760109615431762,0.8199563677094954,0.9999363885525464,ATP5MK
ATP5MJ,1130.7796524460223,0.19571356674507914,0.21507096576869209,0.9099952940908269,0.36282499157286086,0.9999363885525464,ATP5MJ
ATP5MG,3222.108727179027,0.07496985935509054,0.19108763381354557,0.39233234437474196,0.6948126680741731,0.9999363885525464,ATP5MG
ATP5MF-PTCD1,86.11444701913682,-0.013462895694561675,0.4403287370934864,-0.03057464698631141,0.9756087614685233,0.9999363885525464,ATP5MF-PTCD1
ATP5MF,547.3370912715511,0.06099920092852672,0.23137910291650257,0.26363314646672914,0.7920626146412483,0.9999363885525464,ATP5MF
ATP5ME,796.9338524938255,0.15458624114375263,0.2313129901279046,0.6682990049900531,0.5039427483595242,0.9999363885525464,ATP5ME
ATP5MC3,3435.4465101497144,0.026768192889805798,0.19735422277636405,0.13563526796251388,0.8921096232794179,0.9999363885525464,ATP5MC3
ATP5MC2,1769.6508112579004,0.047532188965632785,0.20748376466615254,0.22908871468624772,0.8187999646202001,0.9999363885525464,ATP5MC2
ATP5MC1,1272.8261587204486,-0.004885911723792551,0.20258422878790594,-0.024117927407408504,0.9807585434783306,0.9999363885525464,ATP5MC1
ATP5IF1,667.7530928274025,0.16321179750060766,0.22116086029098087,0.737977765531705,0.460527960594849,0.9999363885525464,ATP5IF1
ATP5F1E,2177.570972806623,0.13367023239412296,0.21099360463079966,0.6335274124920587,0.5263892855619031,0.9999363885525464,ATP5F1E
ATP5F1D,352.3992291645934,0.39913032979866037,0.26617673015509846,1.499493699415765,0.13374560201429336,0.9999363885525464,ATP5F1D
ATP5F1C,2412.4566974372956,0.0749489589592233,0.19774701637193454,0.37901436054162635,0.7046771998843172,0.9999363885525464,ATP5F1C
ATP6V1A,1981.5309072597356,-0.2690948668662044,0.21499763682819098,-1.2516177890887403,0.21070916933966233,0.9999363885525464,ATP6V1A
ATP6V0E2-AS1,13.087488286965266,0.2037941992300265,0.9662087082091723,0.21092150950259042,0.8329485195263804,0.9999363885525464,ATP6V0E2-AS1
ATP6V0E2,276.10562860780783,0.3211723524322438,0.276915205541936,1.159822017731726,0.2461212777781645,0.9999363885525464,ATP6V0E2
ATP6V0E1,1772.1531725888622,0.025045848888911777,0.19797402828475286,0.12651078076204758,0.8993276157983172,0.9999363885525464,ATP6V0E1
ATP6V0D2,5.716097948898656,0.34337926916587325,1.4481847034974846,0.23711013404338835,0.8125713506916752,0.9999363885525464,ATP6V0D2
ATP6V0D1-DT,59.505793465979224,0.07832422517329246,0.48817457696450994,0.16044306456988358,0.8725320683668513,0.9999363885525464,ATP6V0D1-DT
ATP6V0D1,406.228707956615,0.015476000325641476,0.24595267223991307,0.06292267607706861,0.9498280777234129,0.9999363885525464,ATP6V0D1
ATP6V0C,520.9560504679416,0.2242647308300273,0.23728499680254608,0.9451281532841562,0.3445934537588614,0.9999363885525464,ATP6V0C
ATP6V0B,1017.7486074942764,0.07578207201592155,0.2126729527461333,0.3563314988454703,0.7215923227159629,0.9999363885525464,ATP6V0B
ATP6V0A2,944.0551536522603,-0.08950086121231154,0.20913839789876815,-0.4279504008423826,0.6686872315180409,0.9999363885525464,ATP6V0A2
ATP6V0A1,429.906763911166,0.154553923359017,0.2441406331424941,0.6330528489651729,0.5266991317285608,0.9999363885525464,ATP6V0A1
ATP6AP2,1242.6932528423954,-0.2570132656098712,0.20511213573338866,-1.253037830701277,0.21019193932502367,0.9999363885525464,ATP6AP2
ATP6AP1L,149.47644862398136,-0.024025427285700965,0.33674414432232985,-0.07134623627695198,0.9431221977329205,0.9999363885525464,ATP6AP1L
ATP6AP1-DT,20.50760512790326,-0.2038933453292404,0.7852053557585031,-0.25966881635986905,0.7951192486351348,0.9999363885525464,ATP6AP1-DT
ATP6AP1,1048.7054265369466,-0.01735228734237883,0.2187994820028547,-0.07930680266488215,0.936788595602662,0.9999363885525464,ATP6AP1
ATP5PO,1628.2092692739761,-0.056561590034672905,0.1990705281453281,-0.2841283969135856,0.776311985763096,0.9999363885525464,ATP5PO
ATP8A1,1229.4279701518308,0.12797563729758188,0.22259430203085567,0.5749277323363026,0.565340173347405,0.9999363885525464,ATP8A1
ATP7B,193.03628242867944,0.048500289477449936,0.31105163679288306,0.1559235951223891,0.8760932465582286,0.9999363885525464,ATP7B
ATP7A,484.7605858220378,-0.1350924694121514,0.24324304611467354,-0.5553806021178666,0.578634357785712,0.9999363885525464,ATP7A
ATP6V1H,784.4492162249284,-0.1498955594663957,0.21650221854171192,-0.6923511476050599,0.48871683690632695,0.9999363885525464,ATP6V1H
ATP6V1G3,3.280483633928224,-0.0014067628482029649,1.871034923778279,-0.0007518634902667743,0.9994000997858052,0.9999363885525464,ATP6V1G3
ATP6V1G2-DDX39B,32.357203324075,-0.7244740871040038,0.742499922356764,-0.9757227782656941,0.32920186120277684,0.9999363885525464,ATP6V1G2-DDX39B
